text,source
那年 我为你种下了满园玫瑰，只为你能在芬芳中与我相遇。我期待 幸福很简单，你守着我 过简单的生活。<br/>十年了，我们一直守着那片玫瑰园过简单的生活，静静的等着，期待着下次你我的相遇。却不知在这十年中，一切都变了。<br/>十年前，你娇艳的身影仿佛就在眼前。<br/>只是那时的我 追寻着诗与远方 而你守着呆板的生活。<br/>,p95
你不知道我今夜无法入睡 只因昨夜你我相逢在梦里<br/>深深记得你依偎在别人的怀里 而我却将你拥入我的怀里<br/>我不知道我今夜无法入睡 只因昨夜你我相逢在梦里<br/>深深记得你依偎在别人的怀里 而我却将你拥入我的怀里<br/>END,p95
如果你是痛苦，我会微笑忍受。<br/>如果你是悲伤，我会用温柔照明。<br/>如果你是迷惘，我会陪伴你去。<br/>如果你是顽固，我永远和你说话。<br/>如果你跌倒，我扶你站立。<br/>如果你有罪，我替你承认。<br/>如果你是慌张，我会抚平你的紧张。<br/>除了我之外，你还有谁？<br/>你的灵魂又在哪？<br/>如果你不明白，我不管，因为我不关心。<br/>我只问你的话；如果你愿意就说。<br/><br/>这首歌曾被选为“,p95
自暴自弃走过死荫的幽谷<br/>孤单的日子 身旁没有你照顾<br/>清楚你那目光 在鼓舞着我向前方走<br/>从前在老家的时候 蓦然回首<br/>是个弱不禁风的小子<br/>风吹雨打锻炼着我意志<br/>不管有风还是有雨 不管有崎岖的路途<br/>我都会靠着我心中的三宝<br/>拿出家传的神刀宝剑<br/>不再为一些琐碎小事烦恼<br/>不愉快的事 不会再,p95
"我不要做情圣，你却喊我作歌王，<br/>我自己也很彷徨，究竟我怎样对你，<br/>我不要你跳舞，你也叫我别出江郎才尽，<br/>我自己也不清楚，究竟我想怎么对,<br/>我爱你，却又叫你不要爱我，<br/>我没有勇气，将自尊全放下，<br/>想你，就连天南地北，<br/>虽已很理智，也毫不珍惜；<br/>当抛不开虚幻的爱，<br/>看见你真泪眼盈眶；<br/>隐约",p95
为什么<br/>会这样<br/><br/>两个人的结局<br/>我已来不及逃开<br/><br/>怎么才会明白<br/>相爱并不容易<br/>我要鼓起多大的勇气<br/>这样才能把过去释怀<br/><br/>看在那些幸福开出花朵的时候<br/><br/>在恍然过后<br/>才知道<br/><br/>原来我已不能再爱<br/><br/>是因为我<br/>不够勇敢<br/>贪图他给的温暖<br/><br/>才会沉沦在他的港湾<br/>泪水代替了你的离开<br/>有什么办法<br/>我不该这样沉迷和忘返<br/><br/>或许,p95
世上只有妈妈好<br/>有妈的孩子像块宝<br/>投进妈妈的怀抱<br/>幸福享不了。<br/>世上只有妈妈好<br/>没妈的孩子像根草<br/>离开妈妈的怀抱<br/>幸福哪里找。<br/>没有妈妈最苦恼<br/>没有妈妈就断肠<br/>为了找妈妈流浪四方。<br/>现在我有了妈妈<br/>我的妈妈最伟大<br/>妈妈的话儿记心上<br/>走遍海角和天涯。<br/>世上只有妈妈好<br/>有妈的孩子像块宝<br/>投进妈妈,p95
我知道今晚无法逃避<br/>我必须承诺<br/>爱与激情<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-- 本字幕所有权益归制作人所有 纯属翻译爱好者交流学习使用 谢绝它用，否则一切后果自负<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>-<br/>,p95
醒来<br/>如此忧郁<br/>在这黄色的阳光下<br/>多么慈祥的阳光<br/>多像他们明亮的笑容<br/>我张开双眼<br/>又过一天<br/>你叮咛的细语在我的身边<br/>我感到你的手指搭在我的鼻上<br/>告诉我那是 你的双臂<br/>在搂着我的肩<br/>对我说，我爱你<br/>我爱你<br/>你的亲吻是不是甜美如糖<br/>你的拥抱是不是暖和如火<br/>你把冷风吹进我的心 我开始颤抖<br/>,p95
我跟你一起生活，我照顾你不放手，你跌到的时候<br/>我一定在你的身边保护你<br/>你得的病要不能走，我一定紧紧抱住，因为你是我 爱的真的不得了<br/>有天我发现我的脾气开始收起<br/>不再是，对你生气，只是笑笑帮你擦眼泪<br/>不再对你乱发脾气<br/>只想你爱死我，<br/>不想你跟别人生气<br/>不想别人失去你，<br/>我宁愿你的病全给我<br/>有天我发现我的脾气开始,p95
我骑著摩托车<br/>无视路上其他车辆<br/>呼啸在公路上<br/>想感受速度快感<br/>风从耳边吹过<br/>路上奔跑的车辆都超不过我<br/>车轮转动得飞快<br/>摩托声听起来好小<br/>不过我的心却太过快<br/>有的想法没办法抑制<br/>驶向街道的各个路口<br/>尽情的飞驰在马路上<br/>没有时间去烦恼<br/>无论何时也都能直接<br/>理所当然的说出想法<br/>烦人的家伙直接说不,p95
（翻译：<br/>张晓澄）<br/>如果我问你有什么事<br/>我过得不好<br/>这是我唯一的回答<br/>生活怎么总是这样的怪诞<br/>让我无心关心未来<br/>未来<br/>让我们走走看 如果结果依然无望<br/>我会带着你远走高飞<br/>我们躲在蓝天白云里<br/>展开翅膀自由翱翔<br/>你不要太多怀疑<br/>这样你就会自由<br/>每当你低头 对你的世界视而不见<br/>你就无法飞翔<br/>你不知道哪里是哪儿<br/>带着你的,p95
是时候，拉开窗帘<br/>看看外面的世界<br/>陌生的人，陌生的脸<br/>难道这是我自己<br/>爱已不能，继续传递<br/>多少次，想回头<br/>多少次，告诉自己<br/>渐渐感觉，无路可走<br/>无能为力，挽留你走<br/>多少次，想回头<br/>多少次，告诉自己<br/>渐渐感觉，无路可走<br/>无能为力，挽留你走<br/>告诉自己<br/>多少次，想回头<br/>告诉自己,p95
当你离家时 你先轻轻吻她面容<br/>然后转过身去<br/>然悄悄而去<br/>那就不会太突然<br/>但你心碎了<br/>当你已经拥有你未曾想要的东西时<br/>当命运拿走你曾珍惜的东西时<br/>她明白事情已经发生<br/>当你外出时 像所有的那些少年人<br/>她一直守候她不理解的事<br/>直到破晓时分<br/>他知道他已失败了<br/>当你的少女已经长大<br/>她不会再等候而开始她自己的人生,p95
Oh Amber:<br/>噢，阿伯<br/>An ocean deep and wide<br/>浩瀚的大海<br/>To change my narrow mind<br/>用辽阔的心胸去迎接挑战<br/>Then maybe I can be<br/>然后也许我就可以了解<br/>Part of your wide open life<br/>你自由宽广的世界<br/>I wanna hold on to<br/>但我想要留住<br/>All the love we made<br/>我们所构建的爱意<br/>Wanna feel the joy and sorrow<br/>我想体验你我所有的喜怒哀乐<br/>,p95
"手をつなごう ／ 手牵手<br/>Let's Get Together Right Now,／此刻让我们相聚<br/>Show Me What's On Your Mind,／展现你的热情<br/>Come On!<br/>Come On!<br/>／ 来吧!<br/>来吧!<br/>Let's Break Out!<br/>／ 现在就释放!<br/>Wanna Get High?<br/>／ 追求更高?<br/>Free Your Soul ／ 释放你的灵魂<br/>Let Me Know!<br/>／ 让我知道!<br/>I Need a Woman to Love ／ 我渴望着你的爱<br/>手",p95
I got your letter today<br/>今天我收到了你的信<br/>Of course you can come this way<br/>当然你可以走这条路<br/>I hope you like the place I went<br/>我希望你喜欢我去的地方<br/>With words I cannot speak<br/>因为我不知道该说什么<br/>All I can tell you is this much<br/>我能告诉你的只是这些<br/>And I would not give you this song<br/>我不想给你这首歌<br/>If I did not think you could<br/>如果我没想到你能<br/>Make it your own<br/>把它变成你的歌,p95
请别让她走， 告诉她，一定要等，<br/>除非她的心 对你死心塌地，<br/>除非她的心 对你死心塌地，<br/>说完， 他变了脸色， 举起他的手。<br/>这是他没有梦想的女孩。<br/>如果这女人不回来，<br/>他将是 永远在寻找。,p95
白色的鸟儿在枝头叫，华年渐去，我们不再挥霍；<br/>人要长大，没有办法，只好默默去接受。<br/>是谁说，少年无忧虑，不害怕明天？<br/>是谁说，岁月那么长，好多梦，放心上？<br/>是谁说，什么人间天堂，什么爱情，理想全都会实现？<br/>起风的日子，真想念那一段阳光灿烂。<br/>长大后的我，走进一个人人假装快乐的世界，喧哗的城市,p95
让泪水...<br/>...<br/>流下来吧<br/>人的眼泪也是有区别的，感伤的悲伤的快乐的<br/>很多时候，人们等得累了，眼泪就会自己流下来，所以“泪水忍不住在眼眶里打转”，就是这个道理<br/>另，“泪水”也可以指笑出来的眼泪。某人说“人鱼公主的笑容是天使的笑容”，其实，那是泪水吧。<br/>过去的人，据说一生只哭2次（但也有说法,p95
他说<br/><br/>好久不见，你好吗？<br/><br/>他说<br/><br/>你过得好吗？<br/><br/>我好，不过<br/><br/>我老了好多。<br/><br/>他终于说<br/><br/>好久不见，你好吗？<br/><br/>他说<br/><br/>你过得好吗？<br/><br/>我好，不过<br/><br/>我说谎好多。<br/><br/>如果当初你没有选择和别人流浪<br/><br/>现在的你，会不会就是我身旁。<br/><br/>如果当初我没有放开你的手<br/><br/>现在的你，会不会躺在谁的温柔里。<br/><br/>也许当初有一点任性<br/><br/>这份爱，才会那样的被,p95
大姐 我看到你难过<br/>总以为全都是我的错<br/><br/>直到你带着眼泪跟我说抱歉<br/><br/>为了你 我学会沉默<br/>自己开始忏悔 没什么<br/><br/>别害怕 我会帮你撑<br/>也相信你 一定做得到<br/><br/>我不再难过 因为你也不能<br/>因为你觉得难过<br/>就自己扛着吧 坚强一点<br/><br/>因为觉得难过<br/>一个人去经历吧 勇敢一点<br/>我可以重新来过<br/>每次你情绪失落 陷入低潮<br/><br/>我会像个人说 放下,p95
天空刮起了什么风 寂寞像阵烟<br/>不经意的交错眼神 笑意在心头<br/>我前方的路在摇晃 你像太阳光<br/><br/>牵着我的手 要我们一起走<br/>迎着风也要自由 一起高飞<br/>Baby give me 依赖你的臂弯<br/>Baby tell me 告诉我爱永不完<br/>Baby hold me 在我的天空画一道彩虹<br/>Baby love me 我就会是你的永远<br/>I love you 无论友情或爱情<br/>像杯咖啡,p95
十一月的雪<br/><br/>我已疲倦却不能入睡<br/>我的眼睛因哭泣而干涸<br/>就要像那坚强的玫瑰<br/>在暴风雨来临前<br/>抖掉她繁枝上最后的雨水<br/>深秋在风雨中飘落<br/>我闻到泥土中暴风雨的味道<br/>心里害怕<br/>渴望逃脱这被深掩的坟墓<br/>又是一个可怕的晚上<br/>在这孤独的十一月<br/>寒冷的风吹<br/>饥饿的乌鸦已在远处<br/>深深的哀嚎<br/>,p95
在路上<br/>美国有一个传说<br/>不倒的苹果树<br/>所有寻找爱的人<br/>都知道这个传说<br/>不倒的苹果树<br/>在传说中， 有个人为了寻找真爱， 一路上，他跋山涉水<br/>经历了，一无所有<br/>遍体鳞伤的痛<br/>不怕遇到任何艰难险阻， 直面每一个挑战<br/>因为他相信，不倒的苹果树<br/>只有找到真爱<br/>才能得到永生<br/>如果你听到， 苹果树被风吹雨,p95
曲名《你的歌》<br/>歌手：杨丞琳<br/>你是谁的英雄<br/>悬念会不会<br/>让故事更改<br/>我也像开始期待<br/>谁出现带领未来<br/>你给了<br/>最初的讯号<br/>在熟悉的路口<br/>目送着<br/><br/>我们的<br/><br/>旅程<br/>飞扬的梦<br/>白色的羽毛<br/>让你的歌<br/>充满力量<br/><br/>还依稀记得 每次伤过 就拼命发狠<br/>让自己成长<br/>又在下一个 路口 勇敢得倔强<br/>又像那年一样,p95
如果不能和你一起<br/>我活着还有什么意义<br/>也许我会孤寂的离去<br/>我不会哭泣<br/>如果有幸能有你相伴<br/>为了你的承诺<br/>我已等待了很久<br/>哦阿莉弗<br/>我祈求上天<br/>最终能和你同在<br/>如果我不能和你一起<br/>我活着还有什么意义<br/>也许我会孤寂的离去<br/>我不会哭泣<br/>如果有幸能有你相伴<br/>为了你的承诺<br/>我已等待了很久<br/>哦阿莉弗<br/>我祈求上天<br/>最终能和你同,p95
Hello，my friend<br/>我们一直在路上走着.<br/>遇见一个陌生人.<br/>我们一直相聚在此.<br/>看来我们还会在此相遇.<br/>是怎么回事.<br/>我不知道谁在欺骗我.<br/>他变得很遥远.<br/>他变得很遥远.<br/>Hello，my friend<br/>告诉我你能理解.<br/>我们还不能熟知彼此.<br/>我们离真相还很遥远.<br/>需要确定你我所见.<br/>是那么真实.<br/>是那么真实.<br/>Hello，my friend<br/>告诉我你难道没有明白?<br/>我们还不能成为相知的朋友.<br/>,p95
Mother Father I love you<br/>难以言喻，要说我爱你母亲父亲<br/>But it's the truth 虽然事实是如此<br/>我爱上一个巨人的姑娘<br/>我也知道，因为我爱她，<br/>而她，对于我来说，像个巨人<br/>可我也知道，爱是我的自由，<br/>你是我生命中的巨人<br/>你就如我母亲一样<br/>对不起，我不能停止<br/>因为我被爱冲昏了头脑<br/>我无法承受打击，<br/>但如果你叫我走，我会的，<br/>我不会想要做你的负担<br/>,p95
那一天早晨<br/>我心中充满悲伤<br/>当我走出门口<br/>我心在泪流<br/>外面的世界显得<br/>更混乱更疯狂<br/>我知道我只能让你一个人<br/>我走到昏暗的走廊<br/>不知道何去何从<br/>当大门在哭泣的时候<br/>新的一天来临<br/>我知道我知道我知道<br/>我能做的只有让你<br/>让你离开<br/> 让你离开<br/> 让你离开<br/>当我带者满身伤痕<br/>离开这个伤心之地<br/>当一个错误已经发生的时候<br/>是时候作出决定,p95
"""我们也曾年轻美丽<br/>也曾做过梦<br/>我愿嫁给你<br/>就像脚上的鞋<br/>不在乎它是否美丽<br/>只要合脚<br/>但梦想终于破灭<br/>现实的真实<br/>促使我犯下了罪<br/>你的心不再害怕失去<br/>那不再是我的天<br/>我的爱<br/>求你<br/>去<br/>走吧<br/>你丈夫爱你""<br/>（歌声）<br/>（男声）我用钱买了一个妓女<br/>她是我妻子<br/>我们曾经是非常亲近的<br/>非常亲近<br/>",p95
A thousand kisses sooner<br/>Than one word goodbye<br/>我会把千个吻 说成Goodbye之前 犹豫一个字<br/>And then after all is said<br/>和说完之后一切 留在脑里<br/>You'll wake up and find<br/>你会感觉到 你会醒在什么地方<br/>That one thousand kisses means more<br/>千个吻包含更深的意义<br/>I'd give up all I've ever dreamed<br/>There's nothing more I'd like<br/>I'd do<br/>我更愿放弃所有心中的梦想，,p95
"有几次, 我行走在风里<br/>有几度我以为到达光辉高点<br/>在同样的时间 你亦有这遭遇<br/>每当我在坚持之际 骤眼间, 那霎那, 所有事付与流水<br/>让我暗黑世界 再再一次受到打击<br/>每次失望 每次失意 每次不敢述心中的志<br/>在这忧愁的黑森林 是我找不到一丝光线<br/>看深山又看峡谷 也寻不出生命的那缺口<br/>停下吧 向深处望 让我",p95
仿佛身体已熄灭火焰<br/>而且渐渐融入烟雾之中<br/>心中的热情<br/>难道已经干涸<br/>我真的很困惑不解<br/>我曾为之倾注了满腔热情<br/>天真地相信着<br/>与梦中的她会在一起<br/>但最终还是发现自己是个<br/>毫无存在意义的人<br/>或许我不会失去希望<br/>情愿放弃一切我身外之物<br/>此刻想起了当日的她<br/>并再次深深坠入了爱河<br/>但我又能做什么<br/>人生过得很充实<br/>偶然忆,p95
我不曾犹豫不前<br/><br/>我在哪儿，就得去哪儿<br/>这里马上就会没得了<br/>那里不适合于我，我不会躲藏。<br/>为什么你一直都不会承认<br/>这么长的时间以来，我有多么 累么<br/>我不想隐藏什么<br/>你不能就这么走开。<br/>我要说出来<br/>那天，我那么对你<br/>如今，我知道<br/>我还可以重获你<br/>如果你想要找那些快乐的事情<br/>就去找吧，亲爱的，尽管去做。<br/>想着我是你的依靠着 我所有的梦在你的,p95
目眩時更要望向遠方<br/>因為會找到甚麼<br/>孤單時想一想<br/>只想與你再相見<br/>於心內 khởi tình quê hương<br/>我會當你是我的可信任的朋友<br/>不必說話也知你心意<br/>明日的事怎會知<br/>讓我共你<br/>自然傾訴<br/>心常於<br/>遠處<br/>倘今天能與誰攀過高峰<br/>毋用道別也心傾<br/>那怕倦透也不會<br/>自覺孤單<br/>,p95
"Old Lang Syne – Yuzo Koike，岩城忠雄<br/>What new years’ day in the old-lang syne,<br/>That brings this hour of sadness to me?<br/>Can we leave all the sadness behind?<br/>Will we stay here forever?<br/>Can we leave all the sadness behind?<br/>Will we stay here forever?<br/>Nothing has changed so far,<br/>I see the same buildings, the streets the same too;<br/>Do you still remember,<br/>These gardens of spring and rose trees that blo",p95
我的那芳心，已系在你的双手<br/><br/>我的一片真情，已烙在你的心窝<br/><br/>我比谁都清楚，我那痴情的心<br/><br/>第一次为你担心，是把你独自留在家里<br/><br/>夜晚里一个人的时候，见到你一人孤孤单单<br/><br/>心里觉得好凄凉，真想身边有个你<br/><br/>可当我当面说起这件事，你却说这是自然<br/><br/>真叫我心情复杂，只好转脸伤心地离开<br/><br/>请让我来编织,p95
几天前　我对天空说<br/>我只有藉着说声再见<br/>才能够走开<br/>连这么简单的事情<br/>我都做不到<br/>我怎么能够对自己交代<br/>昨天以前我是这样的人<br/>今天我可以做我自己<br/>花儿开了　还有鸟儿的歌唱<br/>风儿吹着我们　我们的故事怎么开始<br/>回忆是花儿，香味是疲惫<br/>所有的花儿都一样　只要能开得美丽<br/>曾拥有的就该要珍惜　这是我对待生命的体会<br/><br/>昨天的眼泪,p95
"Hi！你好吗？<br/>I'm fine, thank you!我很好，谢谢你！<br/>How are you?你过得好吗？<br/>I'm fine, thank you.我很好，谢谢！<br/>And you?你呢？<br/>My name's Jin Zhen.我的名字是金真。<br/>Mine's Piao Shan.我的是碰山。<br/>where's your family?你家人在哪？<br/>Thank you.我谢谢。 <br/>Thank you.谢谢。<br/><br/>Where are you going to?你要去哪",p95
"When I was young, I heard about the wild North country,tales of adventure, of gold beyond the Blue Mountains。But the voices in my head would lead me no further than the South Dakota border。i was to busy listening to the radio of my daddy。<br/>When I was young, didn't know what I didn't know。so young, that playing to the radio was just as good as all those wild trips I wasn't taking。<br/>All those years were filled with songs of teen angst。",p95
制作人：杜自持<br/><br/>填词：林夕<br/><br/>作曲：黎允文<br/><br/>编曲：卢东尼<br/><br/>每次见到你之后<br/><br/>我做过所有事都像在通电<br/><br/>每通一次都让我<br/><br/>有点快被烧完的感觉<br/><br/>还是喜欢你一些些<br/><br/>最好是刚好<br/><br/>始终惨得都不够多<br/><br/>我想我已经爱上你了<br/><br/>不管我算什么<br/><br/>总是被爱的人比较幸福<br/><br/>让我做你的天使<br/><br/>你的专属玩具<br/><br/>没了我你怎么玩的开心<br/><br/>没,p95
Boy meets girl on the sly.<br/>女孩招摇撞骗遇见男孩<br/>Boy thinks he's heaven-sent.<br/>男孩觉得自己受上帝赐福<br/>But little does she know that he has AIDS<br/>但她不知道他有艾滋病<br/>And boy must lie to girl<br/>男孩必须告诉女孩<br/>Or she will never be his.<br/>或者她将永不能成为他的<br/>And girl must lie to boy<br/>否则她永不能成为一个他的<br/>And tell him nothing has changed.<br/>她必须告诉男孩 她说一切都,p95
I think I got to see you<br/>我不得不见你face to face才能了解have to meet you<br/>- But I won‘t get too close (close)<br/>- I don’t want to get<br/>我不会去太近-我不想远离too close<br/>- so<br/>- I won‘t get too close<br/>(close) me too close<br/>- don‘t get too close- I won‘t get too close<br/>亲爱的，我真的需要见你face to face<br/>但我不想太过靠近 你我是两个,p99
今天去机场送机 机场送给我开心 [1<br/>-4]<br/>今天去机场送机 机场送给我开心<br/>望着你的背影，我在心里许下心愿 [1-4]<br/>回家的路途中，再也不要回来<br/>看着远去的飞机，我简直太开心 [1-4]<br/>再见，爱人，再也不要回来<br/>回去吧，幸亏我早有准备<br/>事实上，我还没来得及准备好 [1-4]<br/>虽然我假装面带微笑，,p99
专辑:<br/><br/>Imagine - John Lennon<br/>专辑： Imagine - John Lennon<br/>纯粹的声音<br/>完美的旋律,p99
Lucy<br/>穿行于你的影子间<br/>探索着山脉与山谷<br/>浮现某段日子的幻影<br/>那里阳光灿烂，是夏季<br/>一直朝着夏天走<br/>巨浪拍打着礁石<br/>一阵一阵<br/>这座城市花草鲜艳<br/>如你我般鲜艳<br/>人们追寻着自己的梦想<br/>每个人期待明天的幸福<br/>让我们停留在回忆中<br/>停留在这幸福的瞬间<br/>幕终了<br/>一千天快乐<br/>玩笑仍旧开去<br/>你能否感觉,p99
为什么我会觉得你比较好<br/>每天看着你的微笑<br/>你拥抱的温度好温暖<br/>想快些 一起 跳进你的未来<br/>为何我会有一点不在乎<br/>看见你和她聊天<br/>聊的内容却没我的份<br/>为什么我会有一点孤单<br/>难道是我没有优点<br/>还是你不在乎我<br/>你 到底喜不喜欢我<br/><br/>只想你对我好 从来不要求<br/>快把你的心交出来<br/>快告诉我我重要<br/>最怕你沉默寡言 默不作声无动,p99
听听海浪的声音<br/>你能在这个早晨发现什么<br/>还有天空寻找一个象，好象星星<br/>你问我自己<br/>你真的相信这个<br/>不知道明天会否下雨<br/>不知道明天是否应该再等下来<br/>不知知道应该离去，因为这个地方的手不再<br/>没有人再需要它<br/>有人沿路走来，住在我旁边的房子<br/>人说话很少，听接近伟大的打孔<br/>仍在生命的声音<br/>他们在感情方面，什么也没有做<br/>即使在生命的声音仍在发出<br/>唱这首歌,p99
为何泪水寂寞的<br/>流在我脸上<br/>为何阳光孤独的<br/>照在别人身上<br/>在你的眼里<br/>我到底算什么<br/>梦醒了我<br/>所有被误解的情怀<br/>都无法再解释还清<br/>难道知道我难过你才故意放纵<br/>难道早就设计把我当成爱的玩偶<br/>难道连一点点<br/>还拥有的机会都不给我<br/>我们就这样<br/>结束了吗<br/>泪水寂寞的流在我脸上<br/>阳光孤独的照在别人身上<br/>在你的眼里<br/>我,p99
"I love you, I love you  我爱你，我爱你。<br/>Listen to what I say  听我的话，<br/>Don't make me promise things so I can't break  别让我承诺许多事情，哪样我便无法坚持,<br/>Cause I can't even make a vow forever  因为我无法许下诺言直到永远，<br/>Then break it, then break it, then break it all the time.  然后违背，违背一切，违背所有时间。<br/>I love you, I'll take the pain  我",p99
当-这个世界太拥挤，<br/>要当我们很相识<br/>时失败<br/><br/>当-没有人肯定<br/>你和我在一起，<br/>又怎么跟你道别<br/><br/>当-秒针转动<br/>提醒着我们的距离<br/>匆忙已经占据<br/><br/>我想：试着去好好<br/>或许对-方才有可取代<br/><br/>不：感觉再好好<br/>也许？-难道对<br/>现在更加不公平<br/><br/>坏：没有不好？<br/>-也许我们都认为还是坏 的好<br/><br/>当-电影刚开始<br/>就决定了我们<br/>,p99
"Oh it's just too tough, just too tough, this stuff<br/>There's just no easy way to rhyme religion And politics And it's indigestible<br/><br/>它太痛苦了! 这种事情 太痛苦了<br/><br/>没有简易接近的方式 宗教和政治<br/><br/>太难以消化了<br/><br/>I'm sick and tired of both sides Pushing their buttons and blowing up my cell<br/><br/>我和累了 双方都推自己的按钮 还是爆破我的手机<br/><br/>And I don't know which one is more annoying A god that wants me to",p99
在我家旁边的<br/>一个小镇<br/>有人忘记了 那是什么名字<br/>人们走的都是<br/>相同的一条路<br/>迎接他们的<br/>都是同样的故事<br/>每当他们经过的时候 我会跟他们说话<br/>但此刻一个陌生人行近<br/>想要买下我的宝贝<br/>想想你一定会说<br/>不 不<br/>但是那天我没有懂得相信自己<br/>我问为什么不卖 因为已经厌倦<br/>你过来这边<br/>看看我 现在还有什么<br/>我要卖掉这个 宝贝<br/>放下你的嗓门 听听他们怎么说<br/>,p99
给我一个角落<br/>让我可栖身<br/>别回来探访<br/>让我好好痛哭<br/>以泪洗我已碎的身<br/>痛需要医<br/>但我却怕倾诉<br/>没法自救<br/>叫喊需要被听<br/>难道你看不出来<br/>不懂童贞光<br/>不懂童贞光<br/>谁醒觉夜已过<br/>一知半解遍体伤<br/>极可怜<br/>若黑暗中有所失<br/>谁人可重得天光<br/>冷凝了破碎的身<br/>谁,p99
天上的星星<br/>地上的眼睛<br/>没有一种爱可以是<br/>永远的占有<br/>曾经以为<br/>你是真的爱我<br/>如今依旧以为<br/>你是真的爱过我<br/>要是从没爱上我<br/>要是从没爱上你<br/><br/>我可以无所谓<br/>只要我没发现<br/>你欺骗之前<br/>我狂妄过的心已经被你侮辱<br/><br/>星星点灯 让爱来<br/>洗礼<br/>星星点灯<br/>为了亚细亚<br/>黑夜越黑<br/>我心越红<br/><br/>你看着我<br/>有没有一些<br/>舍不得的,p99
遍地开花不是花，一夕之间已铺锦，<br/>只要伸手摘花，世界分秒会粉碎。<br/>心中想来想去，明天去做还不错，<br/>只要一息尚存，依然没有太多日期。<br/>勿让仇恨缠身后，你与我你会懂，<br/>不欢而散总比互相折磨要好得多。<br/>一眼便可看破，脑中思想什么?<br/>早已失去只需等待也不错，<br/>闭上眼睛看到空白，睛睛在凌晨于已失火，即使,p99
做个洒脱的人 拥抱寂寞<br/>爱上你我没有错<br/>想你的每个夜 泪湿了温柔<br/>纵然灭了心中的火<br/>我还是无怨无悔<br/><br/>做个洒脱的人，随遇而安<br/>爱你千遍也不厌倦<br/>为你守着这份情<br/>任凭时光散了再聚<br/>不让誓言变暗变淡<br/><br/>做个洒脱的人，忘记忧烦<br/>爱上你我没有错<br/>岁月任人再偷取<br/>挽着你的好梦,p99
当火车开往莫斯科的时候 我就知道了<br/>当警察给我们发证的时候 我就是党员了<br/>但是我还是探问你<br/>在塑造党的时候在整编的时侯<br/>望你的目光在我的脖子上停留半秒钟<br/>甜蜜的教义化了你的心<br/>唱起我们的“上帝拯救我们”和主在一起<br/>不要害怕靠近圣杯<br/>当太阳升起的时候<br/>在法庭上对我的判刑过程中我有点困惑<br/>我想 把所有的犯人交给 党或者庄严的法庭<br/>就在,p99
黄昏的夜总是凄凉，细雨伴随落叶飘荡。脚下的路该向何方，昨夜的梦是否辉煌。看满地的黄叶，落上了灰尘， 身边已荒芜了，眼泪已干枯而坠，曾经的笑又该向谁展示。天堂的门口已守卫着忧伤，教会主堂依然在开放。一切圣经的记载早已经遥远。现在靠什么来遵守，她依然在那个角落。,p99
我们最初的梦想，一起走到的地方<br/>这么美丽的青春哪<br/>一路的风雨我们一起走过<br/>回忆我们最初的梦想<br/>最初的梦想 紧握在手上<br/>最想要去的地方，怎么能在半路就返航<br/>最初的梦想 绝对会到达<br/>实现了真的渴望，才能够算到过了天堂,p99
チャイナ國のデカった都<br/>インドネシアンパークに映った<br/>シャムトンの絵も融けた<br/>ビルはフリズが君を捕った<br/>20thクローネの恋を完結した<br/>女房としての爱情も<br/>生存の誓いに変した<br/>すべては君を好きだったから<br/>ビルになって戦場に出,p99
独自坐上火车穿过那片森林 去看你<br/>当达到靠得很近的爱<br/>是不是要靠彼此更近<br/>那瞬间曾热恋到要把手洗<br/>等到时间洗礼我们变得生疏<br/>行走好比遥远到看不见的山丘<br/>如果没法看到你的手掌<br/>还没忘记你冷冽的呼吸<br/>或我对你的回忆 已在漫天雪地里消失?<br/>只为见你一分钟也好<br/>当车站风景再次重现 祈愿我俩,p99
"If you're still alive, it's hard to die.<br/>怕什么死亡，我们才好不容易活到现在<br/>I'm still alive, take this life away.<br/>生命无常，还没开始就宣告结束<br/><br/>With guns, to wars we go,<br/>全副武装，战场上同行<br/>Soldiers, waiting for you.<br/>士兵们，等着你的加入<br/>Is war worth it?<br/>战争，值得吗？<br/><br/>Another world is waiting there.<br/>另一个世界，正将向你打开<br/>Intro to the down falling battlehip",p99
我走过 我看过<br/>我征服过<br/>你看我 感叹我<br/>你看着我<br/>全世界 变的好猖狂<br/>人心 难免遗忘与受伤<br/>丑恶人性 让梦开着窗<br/>何必懂别人 抓住每一刻<br/>绽放笑容又如何<br/>不会永远都顺着通途<br/>见招拆招<br/>向前进 凡事都答一答<br/>不后退 管它多烦多闹<br/>爱希望 会让我勇敢<br/>飞,p99
"- 在德国。<br/>昨天是相同的阳光， 我看到的男孩。<br/>他坐在同一个板 岛上。<br/>并再次 最美丽的旋律 他们踢。<br/>他问""男孩，为什么你坐 你单独?""<br/>我很紧张。<br/>为了把""不救天黑。 ""<br/>现在，我再次去到他那里。<br/>我说：""我的兄弟，我不能 没有你上楼去?""<br/>他笑道：""来吧，我会努力 只有你。<br/>没有我。<br/>我说：""来吧。<br/>来吧，我的兄弟。<br/>时间了！",p99
